formula,p Band Center,formula composition,formula_obj,formula entropy,A_site_obj,B_site_obj,A_site_Z,A_site_ionization_energy,A_site_eletronegativity,A_site_radius,A_site_lewis_acid_strengths,A_site_g,A_site_p,A_site_mass,A_site_Valence_electron,A_site_Polarization_rate,Tolerance_factor
La0.500Na0.500Fe1O3,-2.603815851,La0.5Na0.5FeO3.0,La0.5 Na0.5 Fe1 O3,-0.6931471805599453,La0.5Na0.5,Fe1,34.0,5.359999999999999,1.115,1.375,0.217,2.0,5.0,80.95,2.0,41.2,0.9595214267934813
La0.500Mg0.500Fe1O3,-3.002037441,La0.5Mg0.5FeO3.0,La0.5 Mg0.5 Fe1 O3,-0.6365141682948128,La0.5Mg0.5,Fe1,34.5,6.615,1.3050000000000002,1.195,0.29500000000000004,2.5,5.0,81.61,2.5,28.9,0.8972821991095797
La0.250Sr0.250Ba0.250Bi0.250Fe1O3,-1.926585783,La0.25Sr0.25Ba0.25Bi0.25FeO3.0,La0.25 Sr0.25 Ba0.25 Bi0.25 Fe1 O3,-1.0986122886681096,La0.25Sr0.25Ba0.25Bi0.25,Fe1,58.5,5.9425,1.29,1.36,0.3225,2.75,6.0,143.21,3.0,30.025,0.9543348244864894
La0.500Ba0.500Fe1O3,-2.565986654,La0.5Ba0.5FeO3.0,La0.5 Ba0.5 Fe1 O3,-0.6931471805599453,La0.5Ba0.5,Fe1,56.5,5.395,1.095,1.485,0.323,3.0,6.0,138.12,2.5,39.4,0.9975565103780877
Sr0.500Y0.500Fe1O3,-2.414125925,Sr0.5Y0.5FeO3.0,Sr0.5 Y0.5 Fe1 O3,-0.6931471805599453,Sr0.5Y0.5,Fe1,38.5,5.955,1.085,1.3599999999999999,0.26,2.5,6.0,88.265,2.5,32.75,0.9543348244864894
Sr0.500Eu0.500Fe1O3,-2.541852613,Sr0.5Eu0.5FeO3.0,Sr0.5 Eu0.5 Fe1 O3,-0.6931471805599453,Sr0.5Eu0.5,Fe1,50.5,5.68,1.075,1.3199999999999998,0.2845,2.5,6.0,119.79,2.5,32.1,0.940503885001178
Sr0.500Sm0.500Fe1O3,-2.288317516,Sr0.5Sm0.5FeO3.0,Sr0.5 Sm0.5 Fe1 O3,-0.6931471805599453,Sr0.5Sm0.5,Fe1,50.0,5.665,1.06,1.3399999999999999,0.2825,2.5,6.0,118.99000000000001,2.5,32.5,0.9474193547438337
La0.500K0.500Fe1O3,-2.353340568,La0.5K0.5FeO3.0,La0.5 K0.5 Fe1 O3,-0.6931471805599453,La0.5K0.5,Fe1,38.0,4.96,1.06,1.5,0.21250000000000002,2.0,5.5,89.005,2.0,45.95,1.0027431126850794
Sr0.500Nd0.500Fe1O3,-2.293213885,Sr0.5Nd0.5FeO3.0,Sr0.5 Nd0.5 Fe1 O3,-0.6931471805599453,Sr0.5Nd0.5,Fe1,49.0,5.61,1.045,1.355,0.2825,2.5,6.0,115.93,2.5,32.75,0.9526059570508255
Sr0.500Ca0.500Fe1O3,-2.274897614,Sr0.5Ca0.5FeO3.0,Sr0.5 Ca0.5 Fe1 O3,-0.6931471805599453,Sr0.5Ca0.5,Fe1,29.0,5.9,0.975,1.3900000000000001,0.20800000000000002,2.0,5.5,63.85,2.0,27.4,0.964708029100473
Sr0.500Ba0.500Fe1O3,-2.50823579,Sr0.5Ba0.5FeO3.0,Sr0.5 Ba0.5 Fe1 O3,-0.6931471805599453,Sr0.5Ba0.5,Fe1,47.0,5.45,0.9199999999999999,1.525,0.257,2.5,6.0,112.47500000000001,2.0,35.15,1.011387449863399
Sr0.500Na0.500Fe1O3,-1.946188771,Sr0.5Na0.5FeO3.0,Sr0.5 Na0.5 Fe1 O3,-0.6931471805599453,Sr0.5Na0.5,Fe1,24.5,5.415,0.94,1.415,0.151,1.5,5.0,55.305,1.5,36.95,0.9733523662787927
Sr0.500K0.500Fe1O3,-2.224622174,Sr0.5K0.5FeO3.0,Sr0.5 K0.5 Fe1 O3,-0.6931471805599453,Sr0.5K0.5,Fe1,28.5,5.015000000000001,0.885,1.54,0.14650000000000002,1.5,5.5,63.36,1.5,41.7,1.016574052170391
Sr0.500Mg0.500Fe1O3,-2.299691293,Sr0.5Mg0.5FeO3.0,Sr0.5 Mg0.5 Fe1 O3,-0.6365141682948128,Sr0.5Mg0.5,Fe1,25.0,6.67,1.13,1.2349999999999999,0.229,2.0,5.0,55.965,2.0,24.65,0.9111131385948912
La0.500Li0.500Fe1O3,-1.711883423,La0.5Li0.5FeO3.0,La0.5 Li0.5 Fe1 O3,-0.6931471805599453,La0.5Li0.5,Fe1,28.5,2.79,0.65,0.68,0.163,1.5,3.0,69.455,1.5,19.5,0.719208853236195
Sr0.500Li0.500Fe1O3,-1.679989218,Sr0.5Li0.5FeO3.0,Sr0.5 Li0.5 Fe1 O3,-0.6931471805599453,Sr0.5Li0.5,Fe1,19.0,2.845,0.475,0.72,0.097,1.0,3.0,43.81,1.0,15.25,0.7330397927215064
La0.167Sr0.167K0.167Nd0.167Gd0.167Bi0.167Fe1O3,-1.077504044,La0.167Sr0.167K0.167Nd0.167Gd0.167Bi0.167FeO3.0,La0.167 Sr0.167 K0.167 Nd0.167 Gd0.167 Bi0.167 Fe1 O3,-1.6094379124341005,La0.167Sr0.167K0.167Nd0.167Gd0.167Bi0.167,Fe1,53.5,5.763333333333334,1.27,1.32,0.306,2.5,5.833333333333333,129.35,2.8333333333333335,33.53333333333333,0.940503885001178
La0.333Sr0.333Bi0.333Fe1O3,-2.048142901,La0.333Sr0.333Bi0.333FeO3.0,La0.333 Sr0.333 Bi0.333 Fe1 O3,-0.6931471805599453,La0.333Sr0.333Bi0.333,Fe1,59.33333333333333,6.186666666666667,1.4233333333333331,1.2766666666666668,0.3233333333333333,2.6666666666666665,6.0,145.17,3.333333333333333,26.766666666666666,0.925520367225424
La0.333Sr0.333Pr0.333Fe1O3,-1.683671655,La0.333Sr0.333Pr0.333FeO3.0,La0.333 Sr0.333 Pr0.333 Fe1 O3,-1.0986122886681096,La0.333Sr0.333Pr0.333,Fe1,51.33333333333333,5.579999999999999,1.2166666666666668,1.3733333333333333,0.30000000000000004,2.6666666666666665,6.0,122.48,2.6666666666666665,35.46666666666667,0.95894513764826
La0.333Sr0.333Gd0.333Fe1O3,-1.759686613,La0.333Sr0.333Gd0.333FeO3.0,La0.333 Sr0.333 Gd0.333 Fe1 O3,-1.0986122886681096,La0.333Sr0.333Gd0.333,Fe1,53.0,5.806666666666666,1.2133333333333334,1.3266666666666667,0.3053333333333334,2.6666666666666665,6.0,127.92666666666666,2.6666666666666665,34.16666666666667,0.9428090415820632
